YEAR,TAXON,STATUS,COUNT,PROVINCE
2011,Reptiles,SPECIAL CONCERN,2,NB
2019,Molluscs,SPECIAL CONCERN,29,BC
2019,Molluscs,THREATENED,36,NB
2013,Fishes,THREATENED,20,NU
2014,Mammals,EXTINCT,31,YT
2017,Molluscs,SPECIAL CONCERN,36,ON
2014,Lichens,THREATENED,27,NL
2014,Arthropods,EXTINCT,3,NB
2010,Mammals,EXTINCT,7,AB
2014,Birds,SPECIAL CONCERN,18,PE
2010,Arthropods,EXTINCT,35,NB
2016,Vascular Plants,EXTINCT,50,BC
2013,Mammals,SPECIAL CONCERN,32,SK
2012,Mammals,EXTINCT,40,QC
2013,Birds,ENDANGERED,42,ON
2017,Amphibians,SPECIAL CONCERN,42,NL
2014,Amphibians,SPECIAL CONCERN,17,MB
2015,Mosses,ENDANGERED,46,PE
2014,Vascular Plants,SPECIAL CONCERN,26,NS
2012,Mosses,THREATENED,32,NB
2013,Amphibians,ENDANGERED,28,NU
2010,Mosses,EXTINCT,18,NU
2017,Birds,SPECIAL CONCERN,36,NU
2011,Mosses,ENDANGERED,24,QC
2018,Birds,THREATENED,22,NU
2013,Fishes,SPECIAL CONCERN,14,QC
2013,Lichens,ENDANGERED,17,SK
2011,Mammals,EXTINCT,1,BC
2015,Reptiles,EXTINCT,6,YT
2010,Mosses,THREATENED,38,SK
2011,Reptiles,SPECIAL CONCERN,24,NT
2013,Mosses,EXTIRPATED,12,QC
2012,Reptiles,ENDANGERED,28,QC
2012,Mosses,SPECIAL CONCERN,42,ON
2015,Mammals,EXTIRPATED,11,NL
2011,Fishes,ENDANGERED,13,AB
2018,Lichens,SPECIAL CONCERN,14,NL
2012,Lichens,THREATENED,34,QC
2016,Vascular Plants,THREATENED,35,YT
2012,Amphibians,SPECIAL CONCERN,48,MB
2018,Molluscs,SPECIAL CONCERN,28,PE
2014,Lichens,SPECIAL CONCERN,12,NL
2018,Reptiles,EXTIRPATED,12,PE
2016,Birds,EXTIRPATED,12,QC
2011,Reptiles,ENDANGERED,7,AB
2012,Reptiles,EXTIRPATED,48,AB
2010,Molluscs,EXTIRPATED,16,BC
2013,Mammals,ENDANGERED,10,ON
2019,Mammals,SPECIAL CONCERN,12,PE
2011,Arthropods,EXTINCT,50,QC
2012,Mammals,SPECIAL CONCERN,31,BC
2013,Amphibians,SPECIAL CONCERN,32,PE
2011,Molluscs,SPECIAL CONCERN,23,NU
2018,Amphibians,EXTIRPATED,32,SK
2018,Vascular Plants,EXTIRPATED,2,AB
2013,Molluscs,EXTINCT,2,MB
2013,Reptiles,THREATENED,13,NL
2016,Amphibians,SPECIAL CONCERN,28,NS
2017,Arthropods,EXTIRPATED,46,SK
2012,Lichens,THREATENED,11,NS
2015,Fishes,THREATENED,41,PE
2013,Birds,ENDANGERED,16,NB
2018,Mosses,EXTINCT,40,AB
2012,Mammals,SPECIAL CONCERN,21,PE
2016,Molluscs,EXTINCT,19,BC
2015,Mosses,SPECIAL CONCERN,13,NS
2015,Fishes,SPECIAL CONCERN,18,NB
2012,Reptiles,EXTINCT,15,QC
2018,Mosses,EXTIRPATED,21,AB
2019,Mammals,EXTIRPATED,31,NL
2014,Reptiles,THREATENED,49,PE
2010,Amphibians,EXTINCT,34,NU
2015,Arthropods,EXTINCT,16,NU
2016,Molluscs,EXTINCT,31,YT
2013,Reptiles,ENDANGERED,35,MB
2013,Lichens,EXTIRPATED,26,PE
2015,Mammals,SPECIAL CONCERN,6,BC
2015,Arthropods,SPECIAL CONCERN,31,NS
2013,Mammals,EXTINCT,46,NL
2011,Fishes,ENDANGERED,38,NB
2015,Fishes,ENDANGERED,25,BC
2014,Fishes,ENDANGERED,12,YT
2010,Mosses,ENDANGERED,6,YT
2013,Mammals,EXTIRPATED,48,NU
2010,Molluscs,EXTIRPATED,3,SK
2013,Birds,EXTINCT,11,SK
2016,Reptiles,EXTINCT,6,BC
2017,Amphibians,EXTINCT,1,QC
2010,Mammals,ENDANGERED,9,NT
2011,Molluscs,THREATENED,8,NU
2015,Arthropods,SPECIAL CONCERN,28,NU
2010,Amphibians,EXTINCT,35,YT
2011,Reptiles,EXTINCT,4,QC
2016,Vascular Plants,THREATENED,15,NB
2018,Amphibians,EXTINCT,38,PE
2011,Mosses,THREATENED,8,SK
2017,Arthropods,ENDANGERED,1,NT
2016,Mammals,ENDANGERED,18,MB
2017,Molluscs,THREATENED,30,SK
2019,Lichens,EXTIRPATED,2,NS
2013,Molluscs,ENDANGERED,43,SK
2017,Mammals,EXTIRPATED,25,NB
2019,Birds,ENDANGERED,36,AB
2014,Mammals,THREATENED,49,PE
2016,Birds,EXTINCT,14,SK
2013,Amphibians,SPECIAL CONCERN,15,AB
2017,Reptiles,ENDANGERED,24,MB
2019,Reptiles,EXTIRPATED,44,BC
2018,Vascular Plants,EXTIRPATED,37,NB
2014,Vascular Plants,THREATENED,36,NL
2015,Reptiles,EXTINCT,2,NS
2011,Amphibians,THREATENED,38,YT
2019,Reptiles,EXTINCT,9,NS
2016,Birds,SPECIAL CONCERN,6,AB
2017,Vascular Plants,THREATENED,23,NT
2012,Fishes,THREATENED,2,NU
2018,Mosses,ENDANGERED,22,NL
2013,Arthropods,ENDANGERED,30,NL
2015,Fishes,EXTINCT,39,NU
2016,Arthropods,EXTINCT,45,QC
2011,Molluscs,EXTINCT,44,YT
2013,Molluscs,EXTINCT,31,AB
2011,Arthropods,EXTIRPATED,15,NS
2019,Reptiles,ENDANGERED,46,QC
2012,Amphibians,EXTINCT,25,QC
2016,Lichens,ENDANGERED,24,NU
2014,Mosses,THREATENED,28,NS
2012,Reptiles,ENDANGERED,46,NT
2011,Reptiles,ENDANGERED,14,NB
2015,Lichens,SPECIAL CONCERN,11,NT
2013,Amphibians,THREATENED,23,AB
2013,Birds,SPECIAL CONCERN,49,QC
2017,Mammals,THREATENED,38,MB
2011,Reptiles,THREATENED,46,NB
2016,Birds,ENDANGERED,7,NT
2018,Mammals,ENDANGERED,9,NB
2012,Mammals,EXTIRPATED,2,NS
2011,Mosses,SPECIAL CONCERN,31,PE
2012,Lichens,ENDANGERED,45,ON
2011,Amphibians,EXTIRPATED,30,AB
2019,Lichens,ENDANGERED,19,ON
2019,Arthropods,ENDANGERED,2,ON
2013,Molluscs,SPECIAL CONCERN,1,NT
2018,Amphibians,ENDANGERED,7,MB
2016,Lichens,EXTIRPATED,12,NL
2016,Molluscs,EXTINCT,45,NU
2019,Mosses,SPECIAL CONCERN,13,NS
2010,Fishes,THREATENED,24,QC
2010,Mammals,ENDANGERED,13,BC
2014,Molluscs,THREATENED,44,NS
2018,Fishes,EXTIRPATED,20,NT
2017,Lichens,SPECIAL CONCERN,7,NS
2012,Arthropods,EXTIRPATED,21,SK
2012,Birds,THREATENED,9,NT
2010,Fishes,EXTINCT,3,NT
2015,Birds,EXTINCT,16,SK
2015,Lichens,ENDANGERED,31,ON
2010,Vascular Plants,ENDANGERED,50,PE
2010,Molluscs,ENDANGERED,1,AB
2014,Fishes,THREATENED,13,AB
2017,Vascular Plants,ENDANGERED,25,NS
2018,Lichens,ENDANGERED,14,NT
2018,Lichens,EXTINCT,41,MB
2015,Reptiles,SPECIAL CONCERN,42,NU
2016,Arthropods,THREATENED,40,AB
2017,Amphibians,THREATENED,24,BC
2014,Mosses,EXTIRPATED,30,SK
2015,Arthropods,EXTIRPATED,50,NB
2017,Molluscs,EXTINCT,9,PE
2010,Birds,EXTINCT,23,NT
2018,Birds,SPECIAL CONCERN,2,NB
2013,Reptiles,ENDANGERED,30,NL
2018,Birds,EXTINCT,41,NT
2018,Arthropods,EXTINCT,49,NL
2018,Mosses,THREATENED,27,ON
2015,Birds,EXTINCT,18,BC
2015,Mosses,EXTIRPATED,21,AB
2012,Birds,EXTIRPATED,24,PE
2014,Mosses,ENDANGERED,45,NL
2011,Arthropods,SPECIAL CONCERN,24,SK
2014,Birds,THREATENED,3,YT
2012,Fishes,ENDANGERED,39,QC
2014,Arthropods,EXTIRPATED,45,NU
2019,Mammals,EXTIRPATED,46,YT
2017,Lichens,THREATENED,19,BC
2013,Arthropods,ENDANGERED,36,YT
2012,Vascular Plants,EXTIRPATED,31,SK
2019,Mosses,EXTIRPATED,2,AB
2013,Molluscs,THREATENED,32,NL
2012,Mosses,EXTINCT,45,ON
2011,Vascular Plants,SPECIAL CONCERN,49,YT
2010,Vascular Plants,EXTIRPATED,18,YT
2010,Fishes,ENDANGERED,35,NU
2014,Mammals,SPECIAL CONCERN,11,NT
2013,Fishes,EXTIRPATED,12,NB
2010,Molluscs,EXTIRPATED,35,YT
2011,Reptiles,ENDANGERED,50,QC
2011,Mosses,ENDANGERED,17,NS
2019,Reptiles,THREATENED,29,QC
2012,Vascular Plants,ENDANGERED,41,AB
2013,Amphibians,EXTIRPATED,16,ON
2013,Molluscs,THREATENED,5,QC
2016,Vascular Plants,ENDANGERED,15,NT
2010,Birds,ENDANGERED,38,YT
2016,Amphibians,EXTINCT,14,PE
2016,Lichens,ENDANGERED,5,NL
2018,Reptiles,ENDANGERED,42,NU
2017,Lichens,THREATENED,34,NB
2013,Arthropods,ENDANGERED,5,QC
2019,Molluscs,ENDANGERED,7,PE
2013,Amphibians,EXTINCT,29,NS
2018,Reptiles,EXTINCT,19,NT
2015,Mosses,THREATENED,14,NU
2011,Mosses,THREATENED,12,NT
2012,Molluscs,SPECIAL CONCERN,39,MB
2017,Birds,EXTIRPATED,45,AB
2014,Vascular Plants,THREATENED,20,NU
2010,Mosses,THREATENED,37,QC
2011,Birds,EXTINCT,13,AB
2011,Lichens,THREATENED,23,MB
2011,Vascular Plants,EXTIRPATED,24,SK
2014,Arthropods,ENDANGERED,15,NB
2017,Amphibians,ENDANGERED,36,ON
2010,Molluscs,EXTIRPATED,25,NB
2016,Mosses,SPECIAL CONCERN,28,MB
2018,Mammals,EXTIRPATED,23,ON
2018,Birds,SPECIAL CONCERN,7,NL
2016,Reptiles,EXTIRPATED,2,QC
2011,Amphibians,EXTINCT,25,QC
2010,Amphibians,THREATENED,29,AB
2014,Amphibians,EXTIRPATED,33,YT
2017,Birds,SPECIAL CONCERN,44,PE
2015,Arthropods,EXTINCT,50,SK
2012,Arthropods,SPECIAL CONCERN,19,SK
2012,Birds,EXTINCT,8,SK
2015,Fishes,SPECIAL CONCERN,8,NT
2012,Vascular Plants,ENDANGERED,32,SK
2010,Birds,THREATENED,3,BC
2014,Molluscs,SPECIAL CONCERN,28,NB
2018,Molluscs,EXTINCT,8,ON
2018,Lichens,SPECIAL CONCERN,14,ON
2019,Molluscs,SPECIAL CONCERN,31,PE
2018,Birds,EXTIRPATED,13,NU
2018,Lichens,ENDANGERED,42,YT
2013,Birds,EXTIRPATED,4,NT
2011,Amphibians,EXTIRPATED,49,ON
2017,Fishes,SPECIAL CONCERN,41,PE
2015,Birds,THREATENED,27,NL
2011,Fishes,SPECIAL CONCERN,12,NB
2014,Vascular Plants,EXTIRPATED,4,MB
2016,Reptiles,SPECIAL CONCERN,19,NL
2017,Arthropods,SPECIAL CONCERN,40,SK
2019,Birds,THREATENED,29,SK
2014,Reptiles,ENDANGERED,37,QC
2013,Reptiles,EXTINCT,2,SK
2016,Reptiles,EXTIRPATED,49,NS
2016,Arthropods,SPECIAL CONCERN,27,SK
2011,Reptiles,EXTINCT,16,YT
2017,Reptiles,EXTIRPATED,38,SK
2018,Fishes,ENDANGERED,7,PE
2012,Mammals,THREATENED,49,YT
2010,Mammals,SPECIAL CONCERN,41,SK
2017,Vascular Plants,EXTIRPATED,48,NL
2014,Amphibians,ENDANGERED,50,NS
2017,Fishes,ENDANGERED,44,NL
2012,Mosses,ENDANGERED,48,MB
2015,Mammals,EXTINCT,27,MB
2016,Mosses,EXTIRPATED,36,SK
2016,Amphibians,SPECIAL CONCERN,49,BC
2017,Fishes,SPECIAL CONCERN,17,ON
2016,Mammals,ENDANGERED,4,AB
2016,Amphibians,SPECIAL CONCERN,6,NL
2015,Lichens,SPECIAL CONCERN,5,PE
2015,Lichens,SPECIAL CONCERN,25,BC
2011,Mosses,EXTINCT,25,AB
2017,Arthropods,EXTIRPATED,2,NL
2014,Lichens,ENDANGERED,44,MB
2011,Lichens,SPECIAL CONCERN,21,NB
2014,Reptiles,SPECIAL CONCERN,30,PE
2016,Birds,EXTIRPATED,34,AB
2012,Lichens,EXTIRPATED,48,BC
2016,Mammals,SPECIAL CONCERN,3,ON
2018,Molluscs,THREATENED,25,NU
2019,Mammals,EXTIRPATED,48,ON
2016,Arthropods,EXTINCT,44,BC
2011,Arthropods,THREATENED,42,ON
2010,Fishes,ENDANGERED,2,PE
2011,Birds,EXTINCT,46,PE
2011,Mammals,THREATENED,49,ON
2019,Amphibians,EXTINCT,40,NT
2015,Mosses,EXTIRPATED,49,NS
2011,Birds,SPECIAL CONCERN,10,NS
2018,Molluscs,EXTIRPATED,8,AB
2011,Fishes,EXTIRPATED,3,NL
2013,Arthropods,THREATENED,9,NU
2015,Fishes,ENDANGERED,45,NL
2018,Reptiles,THREATENED,50,NL
2014,Mosses,EXTINCT,26,BC
2014,Molluscs,THREATENED,32,NB
2015,Molluscs,SPECIAL CONCERN,33,BC
2014,Mammals,EXTIRPATED,13,NT
2014,Molluscs,ENDANGERED,39,ON
2017,Fishes,EXTIRPATED,17,NS
2017,Mosses,ENDANGERED,39,BC
2013,Mosses,ENDANGERED,20,NU
2013,Reptiles,THREATENED,17,NU
2017,Molluscs,EXTIRPATED,12,NL
2011,Mosses,EXTINCT,42,YT
2013,Vascular Plants,THREATENED,19,NB
2011,Amphibians,EXTIRPATED,25,MB
2016,Vascular Plants,ENDANGERED,7,NL
2017,Lichens,ENDANGERED,23,NS
2010,Fishes,SPECIAL CONCERN,46,MB
2014,Birds,SPECIAL CONCERN,21,MB
2011,Birds,EXTIRPATED,31,NT
2010,Mammals,SPECIAL CONCERN,16,NS
2018,Vascular Plants,ENDANGERED,19,MB
2018,Birds,EXTIRPATED,37,NB
2010,Birds,THREATENED,25,MB
2014,Mosses,ENDANGERED,26,NS
2018,Vascular Plants,EXTINCT,2,ON
2017,Mammals,ENDANGERED,1,QC
2013,Mammals,SPECIAL CONCERN,49,NS
2019,Vascular Plants,THREATENED,14,YT
2016,Amphibians,SPECIAL CONCERN,4,AB
2015,Fishes,EXTINCT,18,NB
2019,Mosses,ENDANGERED,36,QC
2012,Molluscs,ENDANGERED,5,NU
2014,Molluscs,ENDANGERED,11,PE
2010,Fishes,ENDANGERED,26,NT
2018,Arthropods,THREATENED,16,MB
2018,Birds,EXTINCT,39,BC
2012,Fishes,THREATENED,18,PE
2017,Arthropods,EXTINCT,24,NB
2012,Birds,ENDANGERED,16,NU
2012,Vascular Plants,THREATENED,5,QC
2017,Birds,EXTIRPATED,43,ON
2011,Reptiles,EXTIRPATED,4,MB
2017,Fishes,THREATENED,40,PE
2014,Birds,EXTINCT,32,YT
2013,Vascular Plants,SPECIAL CONCERN,4,PE
2013,Mammals,SPECIAL CONCERN,15,PE
2018,Amphibians,THREATENED,10,NU
2010,Amphibians,SPECIAL CONCERN,13,ON
2010,Molluscs,THREATENED,4,NT
2017,Reptiles,EXTIRPATED,3,AB
2013,Birds,ENDANGERED,5,NT
2015,Fishes,EXTINCT,49,NS
2016,Molluscs,SPECIAL CONCERN,26,PE
2018,Mosses,ENDANGERED,48,NB
2014,Amphibians,EXTIRPATED,11,AB
2016,Mammals,THREATENED,2,BC
2017,Lichens,THREATENED,8,QC
2014,Reptiles,THREATENED,44,NU
2010,Vascular Plants,EXTIRPATED,38,MB
2011,Fishes,EXTIRPATED,41,MB
2014,Arthropods,SPECIAL CONCERN,49,BC
2019,Reptiles,SPECIAL CONCERN,9,NS
2010,Birds,EXTINCT,35,MB
2013,Birds,EXTINCT,33,YT
2012,Arthropods,EXTINCT,29,PE
2010,Vascular Plants,SPECIAL CONCERN,4,ON
2015,Mammals,THREATENED,43,BC
2013,Lichens,EXTIRPATED,32,AB
2018,Birds,ENDANGERED,23,AB
2016,Arthropods,THREATENED,27,MB
2011,Vascular Plants,THREATENED,49,NL
2014,Fishes,EXTINCT,21,QC
2012,Vascular Plants,EXTINCT,36,BC
2013,Amphibians,EXTIRPATED,20,SK
2010,Reptiles,THREATENED,30,NU
2019,Mosses,EXTINCT,43,NL
2012,Mosses,ENDANGERED,33,YT
2013,Reptiles,EXTINCT,48,MB
2011,Vascular Plants,EXTINCT,50,NT
2010,Mammals,SPECIAL CONCERN,3,AB
2010,Vascular Plants,THREATENED,42,NB
2015,Mosses,THREATENED,46,NT
2011,Arthropods,ENDANGERED,42,YT
2017,Birds,SPECIAL CONCERN,26,NT
2018,Reptiles,THREATENED,1,NT
2010,Mammals,ENDANGERED,10,QC
2019,Mosses,THREATENED,9,AB
2014,Birds,EXTIRPATED,34,YT
2011,Birds,SPECIAL CONCERN,22,SK
2014,Birds,THREATENED,25,NU
2019,Arthropods,ENDANGERED,47,QC
2018,Lichens,THREATENED,42,NB
2010,Reptiles,THREATENED,13,NB
2010,Fishes,SPECIAL CONCERN,41,ON
2019,Reptiles,EXTIRPATED,12,NT
2011,Amphibians,ENDANGERED,1,NL
2011,Amphibians,THREATENED,13,PE
2019,Reptiles,SPECIAL CONCERN,14,NL
2019,Amphibians,SPECIAL CONCERN,6,SK
2016,Fishes,EXTINCT,27,NB
2012,Molluscs,ENDANGERED,42,NB
2010,Birds,EXTINCT,28,QC
2011,Amphibians,THREATENED,39,SK
2019,Reptiles,EXTIRPATED,22,NS
2014,Lichens,SPECIAL CONCERN,34,NB
2013,Molluscs,ENDANGERED,15,NL
2018,Lichens,THREATENED,8,NS
2012,Vascular Plants,SPECIAL CONCERN,20,YT
2015,Fishes,THREATENED,41,YT
2013,Mammals,THREATENED,10,NL
2012,Molluscs,THREATENED,36,NU
2016,Molluscs,EXTIRPATED,39,ON
2018,Fishes,EXTIRPATED,17,NU
2011,Mammals,ENDANGERED,2,MB
2012,Mammals,EXTIRPATED,17,YT
2011,Molluscs,EXTINCT,30,NU
2016,Amphibians,SPECIAL CONCERN,18,MB
2013,Reptiles,EXTINCT,14,NS
2011,Birds,EXTINCT,1,NL
2015,Birds,THREATENED,26,NT
2018,Mosses,THREATENED,21,NS
2013,Birds,EXTIRPATED,48,NU
2015,Vascular Plants,EXTIRPATED,50,NU
2017,Reptiles,EXTINCT,42,NT
2012,Arthropods,THREATENED,6,AB
2014,Amphibians,SPECIAL CONCERN,24,BC
2012,Mosses,EXTINCT,5,MB
2012,Mosses,SPECIAL CONCERN,29,NS
2012,Lichens,EXTIRPATED,41,NT
2018,Vascular Plants,EXTINCT,35,BC
2017,Lichens,ENDANGERED,25,NB
2015,Amphibians,THREATENED,23,NT
2010,Mammals,ENDANGERED,14,NL
2018,Amphibians,EXTIRPATED,9,PE
2011,Mosses,THREATENED,50,YT
2015,Mosses,SPECIAL CONCERN,41,NB
2015,Arthropods,EXTIRPATED,13,AB
2014,Amphibians,EXTINCT,9,NU
2016,Amphibians,EXTIRPATED,29,YT
2015,Arthropods,EXTINCT,10,BC
2011,Birds,THREATENED,48,NB
2010,Reptiles,EXTIRPATED,11,SK
2013,Birds,EXTINCT,50,AB
2016,Reptiles,EXTIRPATED,4,NB
2013,Fishes,EXTINCT,34,YT
2013,Amphibians,THREATENED,10,YT
2016,Reptiles,SPECIAL CONCERN,34,NB
2015,Vascular Plants,SPECIAL CONCERN,43,ON
2015,Mosses,ENDANGERED,26,NB
2013,Mammals,EXTIRPATED,43,NL
2019,Vascular Plants,ENDANGERED,40,SK
2013,Fishes,EXTIRPATED,32,BC
2019,Reptiles,EXTINCT,5,NB
2013,Fishes,THREATENED,8,AB
2015,Mosses,ENDANGERED,16,BC
2014,Fishes,ENDANGERED,13,NL
2011,Lichens,THREATENED,4,BC
2019,Reptiles,THREATENED,30,BC
2017,Amphibians,EXTIRPATED,33,NS
2017,Reptiles,EXTIRPATED,26,NT
2010,Mammals,ENDANGERED,20,SK
2017,Birds,EXTIRPATED,24,YT
2014,Arthropods,THREATENED,3,NL
2016,Vascular Plants,EXTINCT,5,SK
2015,Amphibians,SPECIAL CONCERN,46,PE
2013,Reptiles,ENDANGERED,20,BC
2013,Amphibians,EXTINCT,14,NT
2010,Lichens,SPECIAL CONCERN,37,AB
2019,Arthropods,EXTIRPATED,39,YT
2018,Amphibians,THREATENED,28,PE
2018,Reptiles,SPECIAL CONCERN,34,NU
2017,Mammals,SPECIAL CONCERN,15,NT
2013,Mosses,ENDANGERED,13,MB
2016,Vascular Plants,ENDANGERED,25,SK
2019,Arthropods,EXTINCT,46,QC
2015,Mammals,EXTIRPATED,2,NT
2016,Amphibians,EXTINCT,33,NB
2017,Arthropods,SPECIAL CONCERN,18,NT
2011,Reptiles,EXTINCT,2,NB
2014,Fishes,EXTIRPATED,43,SK
2015,Vascular Plants,SPECIAL CONCERN,27,BC
2017,Lichens,EXTIRPATED,47,MB
2018,Mammals,EXTIRPATED,12,YT
2016,Amphibians,ENDANGERED,31,YT
2016,Mammals,ENDANGERED,2,NU
2014,Mammals,EXTINCT,19,NU
2013,Mosses,EXTIRPATED,42,SK
2015,Fishes,ENDANGERED,5,YT
2018,Birds,THREATENED,29,NT
2014,Vascular Plants,SPECIAL CONCERN,18,SK
2012,Molluscs,EXTIRPATED,7,NT
2016,Arthropods,THREATENED,20,ON
2013,Lichens,ENDANGERED,25,YT
2014,Arthropods,SPECIAL CONCERN,10,YT
2012,Lichens,EXTIRPATED,14,NU
2018,Reptiles,SPECIAL CONCERN,46,NL
2015,Birds,ENDANGERED,49,NS
2018,Mammals,SPECIAL CONCERN,33,NT
2011,Reptiles,ENDANGERED,44,SK
2016,Fishes,EXTIRPATED,43,MB
2014,Birds,SPECIAL CONCERN,9,YT
2013,Amphibians,ENDANGERED,44,QC
2012,Mosses,SPECIAL CONCERN,12,SK
2013,Fishes,EXTIRPATED,42,AB
2012,Vascular Plants,ENDANGERED,49,NS
2014,Mosses,SPECIAL CONCERN,18,NS
2014,Birds,EXTIRPATED,32,ON
2014,Arthropods,SPECIAL CONCERN,27,NB
2011,Arthropods,EXTINCT,7,NS
2012,Mosses,EXTIRPATED,47,MB
2011,Amphibians,EXTINCT,25,NS
2017,Reptiles,ENDANGERED,35,ON
2016,Mammals,EXTIRPATED,18,BC
2012,Arthropods,EXTINCT,42,MB
2016,Amphibians,SPECIAL CONCERN,2,NT
2017,Birds,EXTIRPATED,18,NT
2017,Vascular Plants,SPECIAL CONCERN,1,NS
2017,Mammals,EXTINCT,16,QC
2010,Molluscs,ENDANGERED,15,ON
2014,Molluscs,THREATENED,11,NT
2010,Fishes,SPECIAL CONCERN,40,BC
2013,Mammals,ENDANGERED,26,PE
2019,Amphibians,THREATENED,50,NS
2019,Arthropods,SPECIAL CONCERN,14,BC
2019,Arthropods,THREATENED,2,NL
2018,Molluscs,EXTINCT,10,SK
2017,Vascular Plants,ENDANGERED,42,YT
2017,Reptiles,THREATENED,40,NU
2016,Amphibians,ENDANGERED,3,ON
2018,Molluscs,ENDANGERED,2,BC
2018,Birds,EXTIRPATED,25,ON
2015,Vascular Plants,ENDANGERED,33,SK
2013,Mosses,ENDANGERED,47,QC
2014,Vascular Plants,EXTINCT,6,ON
2016,Mammals,SPECIAL CONCERN,21,NL
2017,Mosses,EXTIRPATED,11,AB
2017,Fishes,ENDANGERED,15,AB
2019,Birds,SPECIAL CONCERN,6,BC
2016,Molluscs,EXTIRPATED,23,NT
2019,Mosses,SPECIAL CONCERN,16,SK
2011,Arthropods,EXTINCT,21,NT
2011,Fishes,EXTIRPATED,46,YT
2012,Fishes,EXTIRPATED,46,QC
2014,Birds,ENDANGERED,25,SK
2017,Fishes,THREATENED,44,AB
2010,Reptiles,THREATENED,41,BC
2015,Arthropods,ENDANGERED,24,NL
2012,Mosses,EXTINCT,47,QC
2016,Molluscs,ENDANGERED,25,NB
2018,Birds,EXTINCT,27,QC
2018,Lichens,THREATENED,42,ON
2018,Reptiles,EXTINCT,23,NS
2014,Mosses,EXTIRPATED,3,AB
2019,Lichens,ENDANGERED,45,AB
2014,Vascular Plants,EXTIRPATED,15,ON
2011,Arthropods,SPECIAL CONCERN,8,YT
2013,Amphibians,SPECIAL CONCERN,46,NU
2012,Molluscs,ENDANGERED,20,NT
2012,Arthropods,EXTIRPATED,29,BC
2016,Vascular Plants,EXTIRPATED,14,ON
2018,Amphibians,SPECIAL CONCERN,9,NB
2012,Amphibians,EXTINCT,36,SK
2013,Mosses,THREATENED,20,NB
2014,Mammals,EXTIRPATED,13,NU
2019,Amphibians,SPECIAL CONCERN,12,AB
2014,Mosses,EXTINCT,40,SK
2015,Vascular Plants,EXTINCT,14,NB
2015,Birds,ENDANGERED,6,NL
2019,Arthropods,EXTINCT,29,MB
2016,Birds,ENDANGERED,35,ON
2010,Amphibians,EXTINCT,47,PE
2018,Lichens,SPECIAL CONCERN,49,NU
2011,Amphibians,ENDANGERED,28,QC
2012,Reptiles,SPECIAL CONCERN,11,QC
2016,Lichens,THREATENED,46,NS
2015,Molluscs,EXTINCT,44,NT
2011,Reptiles,EXTIRPATED,2,NU
2013,Arthropods,SPECIAL CONCERN,17,SK
2010,Birds,THREATENED,35,YT
2017,Molluscs,EXTIRPATED,1,MB
2013,Birds,ENDANGERED,20,NS
2013,Lichens,THREATENED,25,ON
2014,Mosses,ENDANGERED,18,BC
2012,Molluscs,ENDANGERED,16,YT
2013,Birds,THREATENED,12,NB
2014,Vascular Plants,THREATENED,2,PE
2013,Mammals,SPECIAL CONCERN,11,AB
2018,Reptiles,EXTINCT,27,BC
2018,Mammals,EXTINCT,46,NL
2011,Reptiles,SPECIAL CONCERN,31,AB
2014,Reptiles,THREATENED,13,NT
2010,Birds,THREATENED,38,ON
2014,Mosses,THREATENED,43,NT
2018,Mammals,THREATENED,23,PE
2017,Birds,THREATENED,1,AB
2015,Molluscs,ENDANGERED,14,ON
2019,Vascular Plants,SPECIAL CONCERN,31,NT
2017,Molluscs,ENDANGERED,47,QC
2011,Birds,EXTIRPATED,2,ON
2012,Amphibians,THREATENED,8,AB
2018,Vascular Plants,THREATENED,46,NU
2013,Lichens,EXTINCT,11,NU
2011,Reptiles,THREATENED,33,AB
2019,Mosses,THREATENED,35,NU
2012,Reptiles,ENDANGERED,42,MB
2011,Mammals,EXTIRPATED,30,NB
2011,Amphibians,ENDANGERED,20,AB
2014,Arthropods,THREATENED,48,NS
2016,Mammals,THREATENED,24,NS
2014,Amphibians,THREATENED,16,AB
2013,Mosses,SPECIAL CONCERN,4,ON
2010,Reptiles,EXTINCT,33,NS
2011,Birds,ENDANGERED,3,YT
2017,Amphibians,EXTINCT,11,SK
2014,Fishes,EXTIRPATED,32,YT
2011,Reptiles,EXTIRPATED,38,NT
2012,Arthropods,THREATENED,17,NU
2012,Mammals,EXTINCT,12,NB
2011,Birds,EXTINCT,42,NT
2013,Arthropods,THREATENED,10,MB
2014,Mammals,ENDANGERED,11,SK
2013,Birds,THREATENED,49,NS
2012,Molluscs,SPECIAL CONCERN,16,AB
2017,Reptiles,SPECIAL CONCERN,46,QC
2019,Molluscs,SPECIAL CONCERN,10,NS
2014,Lichens,ENDANGERED,38,SK
2014,Mosses,SPECIAL CONCERN,32,AB
2010,Mammals,EXTINCT,33,NL
2016,Reptiles,EXTINCT,28,PE
2018,Amphibians,EXTIRPATED,32,AB
2011,Fishes,EXTINCT,9,BC
2012,Vascular Plants,SPECIAL CONCERN,36,NT
2013,Mosses,SPECIAL CONCERN,5,QC
2012,Amphibians,ENDANGERED,21,NS
2016,Fishes,SPECIAL CONCERN,7,NT
2012,Reptiles,SPECIAL CONCERN,10,MB
2016,Mosses,EXTINCT,31,AB
2014,Reptiles,EXTIRPATED,25,NT
2019,Birds,SPECIAL CONCERN,7,MB
